Hit Count,Product URL,Product Name,Product Price,Rating,Number of Reviews,Description,ASIN,Product Description,Manufacturer 
60,https://www.amazon.in//Genie-Flamenco2-Backpack-Compatible-Resistant/dp/B08YF1XJXY/ref=sr_1_64?crid=2M096C61O4MLT&keywords=bags&qid=1679491551&sprefix=ba%2Caps%2C283&sr=8-64,"Genie Flamenco Laptop Backpack for Women, 16 inches Office Bag, Sky Blue Stylish and Trendy Bag for Office and College",640,4.4,"1,025","  ""Outer Material : Nylon Twill Colour : Sky blue The backpack is LIGHT WEIGHT yet strong enough to hold your supplies. The superior quality NYLON TWILL material lends a beautiful shine and soft feel to the backpack.""    Dimensions (in cms): 34x14.5x40.5 Capacity: 20 Litres Weight: 400 grams Fully Lined for extra strength WATER RESISTANT : YES Warranty: 12 months manufacturer warranty    NUMBER OF COMPARTMENTS : 1 Spacious compartment to keep your essentials like textbooks, stationary, lunchbox etc. ONE SIDE POCKET : The backpack provides 1 exterior full fabric side pocket for holding water bottle,clipping pens or pencil or storing other items.    LAPTOP COMPARTMENT to accommodate laptop upto 15.6 inches    1 FRONT POCKET :It comes handy in keeping boarding pass tickets, mobile phone, earphone, cards,cash etc.   ",B08YF1XJXY,"The Nivia Pulse jr. Bag consists of one zippered main bag, 1 front pocket to safely store your cellphone, mini tablet, PSP, wallet, keys, engineered card, small snacks, and other small personal belongings. Perfect ideal for outdoor sports (hiking, camping, climbing, cycling, etc) and travel use.",Safari 
61,https://www.amazon.in//Half-Moon-Spacious-Backpack-Compartment/dp/B0BLVQ9NTD/ref=sr_1_65?crid=2M096C61O4MLT&keywords=bags&qid=1679491551&sprefix=ba%2Caps%2C283&sr=8-65,Half Moon Strike 35L Unisex Spacious School/Laptop/College/Office Travel Backpack Bag for Men Women Boys & Girls with 15.6 inch Padded Laptop Compartment & Multiple Pockets,699,3.7,117,"  MULTI-FUNCTION COMPARTMENT: HALF MOON laptop bag for men features multiple storage compartments and features for additional supplies and accessories as your, iPhone, iPad, pen, keys, wallet, books, clothes, bottle, passport and more.    DURABLE MATERIAL: The Laptop bag for men / backpack for men has superior quality durable eco-friendly waterproof and anti-scratch polyester and this office bag for men / Laptop backpacks for men features a reinforced bottom to withstand heavy use, perfect for business, travel, school and other outdoor activities.    COMFORTABLE DESIGN IN LAPTOP BAG FOR MEN: Our backpack for men’s ""S"" Curve adjustable, heavily padded shoulder straps and back panel make the college bags for men comfortable to wear even when loaded with all your gear; Compact: The backpack for men / college bags for men has a roomy three compartment, front zipper pockets to hold small accessories, one internal security zippered pocket for valuable items and side pockets for water bottle or umbrella.    SIZE OF LAPTOP BAG FOR MEN:18*13*10 inch(L*W*H), Capacity: The office bag for men has capacity of 35L which is bigger than others of the same style. Good size for school, camping, travel, shopping, hiking, climbing, vintage backpack for men and office bag for women.    OTHER FEATURES OF OFFICE BAG FOR MEN: The office bag for men and office bag for women has laptop compartment, Internal Organiser (Small Pockets), Strong and durable zippers, Adjustable Shoulder Handles (Straps) , 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment , Ergonomic Design, Reflector Logo, etc.   ",B0BLVQ9NTD,"A super-slim design, trendy looks and durable construction - this stylish 35 L backpack from Half Moon has got everything that will complement your youthful personality. With its spacious interiors, this unisex backpack is a great option for short road trips, college and work. Ergonomic design Crafted from polyester, this medium backpack is sturdy enough to withstand regular wear and tear gracefully. It features a cushioned base and internal back padding to offer you extra comfort. The padded shoulder straps of this bag can be easily adjusted according to your liking. Spacious Featuring one front pocket and three main compartments, all with speciality zippers, this bag offers you enough space to carry your books, files, coins, travel accessories, stationery, keys and mobile accessories. It comes with the Half Moon promise of quality.",Half_Moon (AB Amazing Bags) 
62,https://www.amazon.in//F-Gear-Enzo-Black-Blue-Waist-Bag/dp/B0862LXJYT/ref=sr_1_66?crid=2M096C61O4MLT&keywords=bags&qid=1679491551&sprefix=ba%2Caps%2C283&sr=8-66,F Gear Enzo Sports Waist Bag (.Black Blue),200,4.2,"1,114",  One zippered compartment suitable for keys/napkins/wallet/mobile etc.    One inside pocket with two small sleeves for credit card/passport etc. This fanny pack is suitable for only 250ml bottle.    This fanny pack is water resistant.    Premium YKK Japanese Zippers& sliders with an adjustable waist strap.    Comes with The F Gear promise of quality and durability.   ,B0862LXJYT,"TREND ALERT!! Do you consider yourself a fashion freak? Well if yes then now is the time for you to pick your favourite style of fanny pack from our range and show it off to the world in style! Made lovable by its quirkiness and undeniable convenience, fanny packs are making its way to our hearts and took the fashion movement by storm! Whether you want to complement a sporty look, keep it casual, dress it up, or make a fashion statement, our fanny pack range is for you. Your on-the-go look is always incomplete without these fanny packs. Trendsetter celebs like Leonardo DiCaprio, Alia Bhatt, Kim Kardashian, Katy Perry, Kendall Jenner, Ranveer Singh, Sushant Singh Rajput, are giving us some major fashion goals with their fanny packs. So pick your style of fanny pack and get ready to show the way to rest to follow, only with F Gear!",Uber Fashion Merchandise Pvt. Ltd. 
63,https://www.amazon.in//DZert-Kids-Grey-School-Years/dp/B07QD1M3R9/ref=sr_1_67?crid=2M096C61O4MLT&keywords=bags&qid=1679491551&sprefix=ba%2Caps%2C283&sr=8-67,DZert Kids School Bag Soft Plush Backpacks Cartoon Boys Girls Baby (2-5 Years),219,3.7,"3,007","  Non-toxic and soft fabric made from safe materials to be used by kids and Washable    Soft And Cuddly Filling & Embroidery work Soft Toy School Bag For Kids, Travelling Bag, Carry Bag, Picnic Bag, Teddy Bag    Very Attractive To Make You Have A Good Feeling All The Time, Gift this soft, smooth and cuddly teddy as a great gift to your loved one    color :- Red, Size :- 38 x 34 x 8 and Bag capacity is 10L   ",B07QD1M3R9,"DZert Provide Premium quality bags which are non-toxic and made up of soft velvet because our priority is to provide best and high-quality bags/ backpack to your kids.A small bag is ideal for small kids as they can be able to use this bag forSchool OutdoorsTravelling BagCarry BagPicnic BagChildren organize all your essentials for the trip or for any activity. Adjustable strap and enough space to carry things like,SnacksToysLunchboxFruitsSmall booksPencil boxStationery itemsAge Group Suitable for 2 to 5 Years KidsGift this soft, smooth bag/ backpack to your loved one..",Rushi Enterprise 
64,https://www.amazon.in//Hilfiger-Joshua-Backpack-TH-JOSHUALAP01/dp/B07N8GRWTZ/ref=sr_1_68?crid=2M096C61O4MLT&keywords=bags&qid=1679491551&sprefix=ba%2Caps%2C283&sr=8-68,Tommy Hilfiger Joshua 15 inch 21 Ltrs Light Grey Laptop Backpack (TH/JOSHUALAP07),"2,239",3.9,402,"  Outer Material: Polyester, Color: Black;Water resistant<br>    Capacity: 21 liters; Dimensions: 32 cms x 14 cms x 46 cms (LxWxH)<br>    Number of compartments: 3; Laptop Compatibility: Yes, Laptop Size: 15 inches<br>    Warranty type: Manufacturer; 1 year<br>    Closure Type: Zipper; Age Range Description: Adult<br>   ",B07N8GRWTZ,,Iff Overseas Pvt Ltd 
70,https://www.amazon.in//Safari-Spartan-Water-Resistant-Backpack/dp/B09B26MB5M/ref=sr_1_72?crid=2M096C61O4MLT&keywords=bags&qid=1679491605&sprefix=ba%2Caps%2C283&sr=8-72,"Safari Spartan 21 Ltrs Water Resistant Backpack - Blue, S (SPARTAN19CBBLU)",599,3.8,684,  Lightweight yet durable backpack/daypack for school use or everyday outings    Front storage pocket keeps smaller items neatly organized and easy to access    Mesh pockets on both sides to accommodate your water bottle and umbrella    Mesh Padding on back & shoulder strap to provide comfort & better back support; 1-year International Warranty against manufacturing defects    Lining Description: Polyester; Closure Type: Zipper; Age Range Description: Adult   ,B09B26MB5M,"Safari Spartan is a 21 litres lightweight backpack that would be your perfect daily companion. It is perfect for carrying all your essentials when you are ready to go! Made of high grade water resistant polyester fabric, makes this backpack durable and a long lasting accessory. Safari Spartan also comes with a quick access front pocket and side mesh pockets to keep your essentials organized.",Safari Industries 
71,https://www.amazon.in//BennettTM-Mystic-Shoulder-Messenger-Repellent/dp/B09321GJXZ/ref=sr_1_73?crid=2M096C61O4MLT&keywords=bags&qid=1679491605&sprefix=ba%2Caps%2C283&sr=8-73,Bennett™ Mystic 15.6 inch (39.6cm) Laptop Briefcase Shoulder Sling Office Business Professional Travel Messenger Bag for Men and Women Water Repellent Formal Executive Bags (Grey) 6 Months Warranty,512,4.0,"5,229","  PREMIUM QUALITY MATERIAL: This laptop computer briefcase is made of high-quality water repellent fabric, and well-made of foam pad inside. The laptop briefcase equipped with a removable shoulder strap and a soft carry handle, you can easily switch the carry way you want.    LIGHTWEIGHT AND MULTIFUNCTIONAL: It provide a removable shoulder strap, can be use as shoulder bag or handbag base on your need; top handle strap, and comes with adjustable strap with. It will be a good partner for your daily use or business trip.    EXCELLENT DETAILS: The laptop bag with exquisite zippers, durable hook of strap and soft handle, which make it more comfortable to carry and use. Ensure a secure and long-lasting usage everyday as office work bag, travel laptop briefcase, business laptop case, college laptop bag.    DIMENSION: External: 16 x 12 x 3 inch; Dimension: 16.5 x 11.5 x 2.5 inch. Suitable for 14-15.6 inch: Dell, Acer, ASUS, Samsung, HP and other brand laptops.(Please allow a little size different because of manual measurement). Great gifts choice for birthday, work anniversary.    BENNETT Warranty: Exchange within (6 months) if you don't like. If any problems, please do not hesitate to contact us. We will provide the best solution for you.   ",,"Safari Spartan is a 21 litres lightweight backpack that would be your perfect daily companion. It is perfect for carrying all your essentials when you are ready to go! Made of high grade water resistant polyester fabric, makes this backpack durable and a long lasting accessory. Safari Spartan also comes with a quick access front pocket and side mesh pockets to keep your essentials organized.",
73,https://www.amazon.in//SIDRUM-Shoulder-Adjustable-Compatible-Mirrorless/dp/B09P74TZY8/ref=sr_1_77?crid=2M096C61O4MLT&keywords=bags&qid=1679491605&sprefix=ba%2Caps%2C283&sr=8-77,"SIDRUM WF-18 DSLR/SLR Camera Shoulder Bag Case with Adjustable Shoulder Strap & Rain Cover, Compatible for Nikon, Canon, Sony Mirrorless Cameras - Waterproof - Breathable - Anti Shock (Orange-Black)",664,4.4,916,"  External Size (LxWxH): 250x150x200 mm, Internal Size (LxWxH): 230x110x180 mm    Accommodates all Entry Level & Mid Range Digital SLR Cameras with 18-55mm Lens attached + 55 to 250mm lens + Charger & cable , filter , Memory card and other accessories.Waterproof Rain Cover is included for Hustle-free outdoor activities.    back zipper pocket for keys, cards, chargers and other storage; Inner compartment zipper net bag for SD card box, filter cloth, or cleaning kit storage.Two side net pockets. Adjustable shoulder carrying strap.    Polyurethane coating super nylon Water shield Material. With inside detachable divider to adjust the inside space for camera, lens and accessories.    Package Includes: 1*waterproof Camera Case Bag 1*Shoulder Strap 1*Rain Cover 1*Spacer Pad   ",B09P74TZY8,"Polyurethane coating super nylon Water shield Material. With inside detachable divider to adjust the inside space for camera, lens and accessories.",Sidrum 
74,https://www.amazon.in//Asus-BP1504-15-6-inch-Laptop-Backpack/dp/B0895ZZHKK/ref=sr_1_78?crid=2M096C61O4MLT&keywords=bags&qid=1679491605&sprefix=ba%2Caps%2C283&sr=8-78,Asus BP1504 39.62 cm (15.6-inch) Laptop Backpack (Dark Grey),819,4.2,"1,538",  Meant for 15.6-inch laptops    Multiple compartments for additional accessories    Front big pocket for quick-access your essentials    Elegant and Lightweight Cross-dyed woven fabric    Finished in Stylish warm dark grey and stretch to shoulder strap    Laptop compartment fits up to 15.6 inch laptop with velcro laptop strip    ASUS reflective logo    1 Year hardware warranty provided by the manufacturer from date of purchase   ,,"ASUS BP1504 offers stylish, elegant protection for laptops with displays up to 15.6 inch. Elegant and lightweight Cross-dyed Woven Fabric making for a truly beautiful accessory to any NoteBook laptop.",
75,https://www.amazon.in//Gear-Vintage2-Leather-Backpack-LBPVG2LTH0501/dp/B07G4HH78P/ref=sr_1_79?crid=2M096C61O4MLT&keywords=bags&qid=1679491605&sprefix=ba%2Caps%2C283&sr=8-79,Gear Vintage2 28L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Navy,"1,030",4.4,"3,136","  Outer material: Synthetic, color: navy; Waterproof    Capacity: 28 liters; Weight: 600 grams; Dimensions: 48 cms x 33 cms x 18 cms (LxWxH)    Number of compartments: 2    Laptop compatibility: Yes, laptop size: 16strap type: adjustable    Pocket Description: Utility Pocket; Style Name: Traditional Backpacks; Closure Type: Zipper; Age Range Description: Adult; Special Features: Back Padding    Concealed quick access Pockets on back panel ,Adjustable Anti sweat padded Shoulder straps , Padded Laptop sleeve,3 External Pockets, Padded Back Panel Cushioned with Anti Sweat Fabric,Embedded Organizer , USB and Headphone cable slot .   ",B07G4HH78P,"Gear bags are designed for the quick commute as well for the long journey. these backpacks can be used as laptop bags,adventure bags and so on. Your favorite travel companion, The backpacks come with enough storage space to carry all your requirements.",Gear Merchandise PVT LTD 
